filename	onset	offset	event_label
Y-6n82E5zyuY_70.000_80.000.wav	0.05	2.91	Alarm_bell_ringing
Y-6n82E5zyuY_70.000_80.000.wav	8.33	9.39	Alarm_bell_ringing
Y-6p32k2WUCs_0.000_10.000.wav	0.43	9.97	Alarm_bell_ringing
Y-7T1vQ2CgdQ_10.000_20.000.wav	0.93	1.85	Alarm_bell_ringing
Y-7T1vQ2CgdQ_10.000_20.000.wav	2.43	2.85	Alarm_bell_ringing
Y-7T1vQ2CgdQ_10.000_20.000.wav	3.13	3.87	Alarm_bell_ringing
Y-7T1vQ2CgdQ_10.000_20.000.wav	4.91	5.95	Alarm_bell_ringing
Y-7T1vQ2CgdQ_10.000_20.000.wav	6.43	7.43	Alarm_bell_ringing
Y-7T1vQ2CgdQ_10.000_20.000.wav	9.45	9.73	Alarm_bell_ringing
Y-Jnns0s8q2g_22.000_32.000.wav	0.05	2.03	Alarm_bell_ringing
Y-Jnns0s8q2g_22.000_32.000.wav	6.25	6.51	Alarm_bell_ringing
Y-Jnns0s8q2g_22.000_32.000.wav	6.73	7.23	Alarm_bell_ringing
Y-ZgUXgJn4U0_0.000_10.000.wav	4.19	5.13	Alarm_bell_ringing
Y-ZgUXgJn4U0_0.000_10.000.wav	6.55	7.51	Alarm_bell_ringing
Y-ZgUXgJn4U0_0.000_10.000.wav	8.95	9.55	Alarm_bell_ringing
Y-Zjgm_sZd10_0.000_4.000.wav	0.61	2.17	Alarm_bell_ringing
Y-ikrSfqB0LU_0.000_3.000.wav	0.53	0.83	Alarm_bell_ringing
Y-ikrSfqB0LU_0.000_3.000.wav	1.13	1.67	Alarm_bell_ringing
Y-ikrSfqB0LU_0.000_3.000.wav	2.27	2.49	Alarm_bell_ringing
Y-kJT_nUHinA_50.000_60.000.wav	0.05	7.77	Alarm_bell_ringing
Y-pP61DogSPY_30.000_40.000.wav	0.05	3.57	Alarm_bell_ringing
Y-pP61DogSPY_30.000_40.000.wav	4.25	7.35	Alarm_bell_ringing
Y-pP61DogSPY_30.000_40.000.wav	9.17	9.51	Alarm_bell_ringing
Y0F1zmrJb1tI_30.000_40.000.wav	0.05	1.31	Alarm_bell_ringing
Y0F1zmrJb1tI_30.000_40.000.wav	1.61	2.87	Alarm_bell_ringing
Y0FS8b5CAMp8_150.000_160.000.wav	1.59	1.81	Alarm_bell_ringing
Y0FS8b5CAMp8_150.000_160.000.wav	2.31	2.97	Alarm_bell_ringing
Y0FS8b5CAMp8_150.000_160.000.wav	3.57	3.95	Alarm_bell_ringing
Y0FS8b5CAMp8_150.000_160.000.wav	4.53	4.87	Alarm_bell_ringing
Y0IkRggWmlfo_0.000_10.000.wav	4.13	4.35	Alarm_bell_ringing
Y0IkRggWmlfo_0.000_10.000.wav	5.07	6.23	Alarm_bell_ringing
Y0j1-0Y6lGck_120.000_130.000.wav	0.05	8.69	Alarm_bell_ringing
Y17cA4Gv1BZY_220.000_230.000.wav	5.79	9.95	Alarm_bell_ringing
Y1Iv2NfqIrS4_21.000_31.000.wav	0.35	1.45	Alarm_bell_ringing
Y1Iv2NfqIrS4_21.000_31.000.wav	2.89	4.93	Alarm_bell_ringing
Y1bmyWAIQ8kU_60.000_70.000.wav	2.39	9.97	Alarm_bell_ringing
Y20ARmYU0v4I_10.000_20.000.wav	0.29	5.05	Alarm_bell_ringing
Y20ARmYU0v4I_10.000_20.000.wav	6.39	9.97	Alarm_bell_ringing
Y26ubekDhG_Y_0.000_10.000.wav	0.27	2.91	Alarm_bell_ringing
Y26ubekDhG_Y_0.000_10.000.wav	5.29	7.95	Alarm_bell_ringing
Y2GQHZpe5yjA_50.000_60.000.wav	0.05	9.95	Alarm_bell_ringing
Y2Lr0D12vRyc_20.000_30.000.wav	0.15	6.11	Alarm_bell_ringing
Y2Lr0D12vRyc_20.000_30.000.wav	7.35	7.91	Alarm_bell_ringing
Y2MXgZDIhMBE_140.000_150.000.wav	0.07	6.39	Alarm_bell_ringing
Y2VQtwvIo8qs_470.000_480.000.wav	6.29	9.69	Alarm_bell_ringing
Y2Y0T7yIvKsk_50.000_60.000.wav	0.05	1.89	Alarm_bell_ringing
Y2Y0T7yIvKsk_50.000_60.000.wav	3.91	7.97	Alarm_bell_ringing
Y2rDDBfzFoFE_270.000_280.000.wav	0.21	2.91	Alarm_bell_ringing
Y2rDDBfzFoFE_270.000_280.000.wav	8.01	9.97	Alarm_bell_ringing
Y2xXpSgqrtDE_40.000_50.000.wav	1.47	3.29	Alarm_bell_ringing
Y2xXpSgqrtDE_40.000_50.000.wav	3.69	5.53	Alarm_bell_ringing
Y2xXpSgqrtDE_40.000_50.000.wav	7.11	8.93	Alarm_bell_ringing
Y2xXpSgqrtDE_40.000_50.000.wav	9.35	9.95	Alarm_bell_ringing
Y2xo20i_OZrM_80.000_90.000.wav	1.93	4.57	Alarm_bell_ringing
Y32j2ljoJnrs_30.000_40.000.wav	0.03	1.43	Alarm_bell_ringing
Y32j2ljoJnrs_30.000_40.000.wav	4.41	5.43	Alarm_bell_ringing
Y3BcwNM72zcQ_10.000_20.000.wav	0.75	2.07	Alarm_bell_ringing
Y3BcwNM72zcQ_10.000_20.000.wav	2.95	4.05	Alarm_bell_ringing
Y3BcwNM72zcQ_10.000_20.000.wav	4.65	6.91	Alarm_bell_ringing
Y3BcwNM72zcQ_10.000_20.000.wav	7.25	8.87	Alarm_bell_ringing
Y3DRjPtu_lPs_1.000_11.000.wav	1.07	6.45	Alarm_bell_ringing
Y3DRjPtu_lPs_1.000_11.000.wav	7.07	9.01	Alarm_bell_ringing
Y3Q4BXiy1O4M_130.000_140.000.wav	7.73	9.97	Alarm_bell_ringing
Y3YRHXBx7M-o_0.000_10.000.wav	0.03	0.57	Alarm_bell_ringing
Y3YRHXBx7M-o_0.000_10.000.wav	2.67	9.97	Alarm_bell_ringing
Y3bfLx0v2z_M_10.000_20.000.wav	0.05	5.61	Alarm_bell_ringing
Y3faRdcvQG4c_0.000_10.000.wav	2.03	4.75	Alarm_bell_ringing
Y3faRdcvQG4c_0.000_10.000.wav	7.31	9.87	Alarm_bell_ringing
Y3jlZEJBFJWQ_220.000_230.000.wav	0.03	9.85	Alarm_bell_ringing
Y3wFAf6wVAVM_100.000_110.000.wav	0.49	1.73	Alarm_bell_ringing
Y3wFAf6wVAVM_100.000_110.000.wav	5.53	6.77	Alarm_bell_ringing
Y3za58UBL5rE_0.000_10.000.wav	5.61	9.71	Alarm_bell_ringing
Y44U-fF5rsjM_0.000_10.000.wav	6.01	7.37	Alarm_bell_ringing
Y44U-fF5rsjM_0.000_10.000.wav	8.27	9.47	Alarm_bell_ringing
Y4CKQdo1ppjs_0.000_10.000.wav	2.55	8.13	Alarm_bell_ringing
Y4CKQdo1ppjs_0.000_10.000.wav	8.55	9.95	Alarm_bell_ringing
Y4GpYhHH7V7g_7.000_17.000.wav	2.55	5.27	Alarm_bell_ringing
Y4UOZhV_zU0g_0.000_10.000.wav	2.29	3.61	Alarm_bell_ringing
Y4oQdHNxBFFY_20.000_30.000.wav	0.15	1.77	Alarm_bell_ringing
Y4oQdHNxBFFY_20.000_30.000.wav	4.51	4.73	Alarm_bell_ringing
Y52Usv8FcO0w_30.000_40.000.wav	6.83	9.61	Alarm_bell_ringing
Y54tr1EdazoQ_0.000_10.000.wav	5.37	6.91	Alarm_bell_ringing
Y5CQxRy_KRLg_170.000_180.000.wav	1.25	5.43	Alarm_bell_ringing
Y5CQxRy_KRLg_170.000_180.000.wav	6.65	8.61	Alarm_bell_ringing
Y5CQxRy_KRLg_170.000_180.000.wav	9.05	9.75	Alarm_bell_ringing
Y5CYK7AKivDo_180.000_190.000.wav	0.59	1.13	Alarm_bell_ringing
Y5CYK7AKivDo_180.000_190.000.wav	1.59	2.13	Alarm_bell_ringing
Y5CYK7AKivDo_180.000_190.000.wav	2.59	3.13	Alarm_bell_ringing
Y5CYK7AKivDo_180.000_190.000.wav	3.59	4.13	Alarm_bell_ringing
Y5CYK7AKivDo_180.000_190.000.wav	4.57	5.13	Alarm_bell_ringing
Y5CYK7AKivDo_180.000_190.000.wav	5.59	6.11	Alarm_bell_ringing
Y5CYK7AKivDo_180.000_190.000.wav	6.59	7.13	Alarm_bell_ringing
Y5CYK7AKivDo_180.000_190.000.wav	7.59	8.13	Alarm_bell_ringing
Y5CYK7AKivDo_180.000_190.000.wav	8.59	9.11	Alarm_bell_ringing
Y5CYK7AKivDo_180.000_190.000.wav	9.59	9.97	Alarm_bell_ringing
Y5c5Xz7mbQcA_20.000_30.000.wav	4.37	5.91	Alarm_bell_ringing
Y5pNzHcUedVo_10.000_20.000.wav	0.05	2.99	Alarm_bell_ringing
Y5pNzHcUedVo_10.000_20.000.wav	4.73	8.39	Alarm_bell_ringing
