filename	onset	offset	event_label
Y-07O11QVLxo_100.000_110.000.wav	3.11	3.91	Alarm_bell_ringing
Y-07O11QVLxo_100.000_110.000.wav	9.53	9.95	Alarm_bell_ringing
Y-1XUnm0C3nc_30.000_40.000.wav	3.59	3.59	Alarm_bell_ringing
Y-1XUnm0C3nc_30.000_40.000.wav	4.63	5.45	Alarm_bell_ringing
Y-3E36nmSffc_16.000_26.000.wav	0.13	1.11	Alarm_bell_ringing
Y-3E36nmSffc_16.000_26.000.wav	3.69	5.03	Alarm_bell_ringing
Y-3E36nmSffc_16.000_26.000.wav	5.45	5.57	Alarm_bell_ringing
Y-3E36nmSffc_16.000_26.000.wav	5.67	9.11	Alarm_bell_ringing
Y-3vj597JFFE_30.000_40.000.wav	0.19	0.97	Alarm_bell_ringing
Y-3vj597JFFE_30.000_40.000.wav	1.45	1.89	Alarm_bell_ringing
Y-3vj597JFFE_30.000_40.000.wav	2.67	4.03	Alarm_bell_ringing
Y-3vj597JFFE_30.000_40.000.wav	4.37	4.49	Alarm_bell_ringing
Y-3vj597JFFE_30.000_40.000.wav	4.69	9.91	Alarm_bell_ringing
Y-42Z-sMh4Qk_110.000_120.000.wav	1.51	2.37	Alarm_bell_ringing
Y-42Z-sMh4Qk_110.000_120.000.wav	2.89	3.35	Alarm_bell_ringing
Y-5xNaSrvNlw_40.000_50.000.wav	0.03	1.37	Alarm_bell_ringing
Y-5xNaSrvNlw_40.000_50.000.wav	1.45	5.19	Alarm_bell_ringing
Y-5xNaSrvNlw_40.000_50.000.wav	6.03	9.85	Alarm_bell_ringing
Y-72belLBy5Q_420.000_430.000.wav	0.03	0.33	Alarm_bell_ringing
Y-72belLBy5Q_420.000_430.000.wav	1.73	3.03	Alarm_bell_ringing
Y-72belLBy5Q_420.000_430.000.wav	4.77	5.43	Alarm_bell_ringing
Y-72belLBy5Q_420.000_430.000.wav	5.61	5.85	Alarm_bell_ringing
Y-72belLBy5Q_420.000_430.000.wav	8.29	9.33	Alarm_bell_ringing
Y-74dab6wYqU_30.000_40.000.wav	7.73	8.15	Alarm_bell_ringing
Y-9D8GR2VBKE_40.000_50.000.wav	0.87	1.81	Alarm_bell_ringing
Y-9D8GR2VBKE_40.000_50.000.wav	2.77	3.25	Alarm_bell_ringing
Y-9D8GR2VBKE_40.000_50.000.wav	4.81	5.61	Alarm_bell_ringing
Y-9D8GR2VBKE_40.000_50.000.wav	6.77	7.97	Alarm_bell_ringing
Y-9D8GR2VBKE_40.000_50.000.wav	8.77	9.27	Alarm_bell_ringing
Y-BpSTlTqTVI_120.000_130.000.wav	2.75	3.73	Alarm_bell_ringing
